groundTruth,result,charsInGroundTruth,charsInResult,flexCharacterAccuracy
GT_v2/v2_ZfN_1861_011.txt,results/EPOCH10/v2_ZfN_1861_011.txt,"27102","26625","0.9347280643494945"
GT_v2/v2_ZfN_1862_001.txt,results/EPOCH10/v2_ZfN_1862_001.txt,"28624","28642","0.9940609278926775"
GT_v2/v2_ZfN_1865_010.txt,results/EPOCH10/v2_ZfN_1865_010.txt,"26827","26905","0.992693927759347"
